play_id,penaltySeverity,penaltyMinutes
2018020249_113,Minor,2
2018020249_114,Minor,2
2018020249_218,Minor,4
2018020249_237,Minor,2
2018020249_314,Minor,2
2018020250_66,Minor,2
2018020250_156,Minor,2
2018020250_175,Minor,2
2018020250_271,Minor,2
2018020250_309,Minor,2
2018020250_343,Minor,2
2018020250_386,Minor,2
2018020251_67,Minor,2
2018020251_98,Minor,2
2018020251_124,Minor,2
2018020251_190,Minor,2
2018020251_251,Major,5
2018020251_252,Major,5
2018020252_45,Minor,2
2018020252_242,Minor,2
2018020252_255,Minor,2
2018020252_271,Minor,2
2018020253_11,Minor,2
2018020253_180,Minor,2
2018020253_221,Minor,2
2018020253_260,Minor,2
2018020253_261,Minor,2
2018020253_288,Minor,2
2018020254_82,Minor,2
2018020254_132,Minor,2
2018020254_139,Minor,2
2018020254_174,Minor,2
2018020254_217,Minor,2
2018020254_250,Minor,2
2018020254_303,Minor,2
2018020254_321,Minor,2
2018020255_10,Minor,2
2018020255_84,Minor,2
2018020255_135,Minor,2
2018020255_189,Minor,2
2018020255_197,Minor,2
2018020255_224,Minor,2
2018020255_225,Minor,2
2018020255_307,Minor,2
2018020257_56,Minor,2
2018020257_121,Minor,2
2018020257_144,Minor,2
2018020257_148,Minor,2
2018020257_149,Minor,2
2018020257_150,Minor,2
2018020257_312,Minor,2
2018020257_313,Minor,2
2018020256_37,Minor,2
2018020256_64,Minor,2
2018020256_77,Minor,2
2018020256_103,Minor,2
2018020256_107,Minor,2
2018020256_207,Minor,2
2018020256_218,Minor,2
2018020256_276,Bench Minor,2
2018020256_309,Minor,2
2018020256_324,Minor,2
2018020256_325,Minor,2
2018020258_89,Minor,2
2018020258_129,Minor,2
2018020258_218,Minor,2
2018020258_219,Minor,2
2018020258_235,Minor,2
2018020258_256,Penalty Shot,0
2018020259_12,Minor,2
2018020259_107,Minor,2
2018020259_158,Minor,2
2018020259_241,Minor,2
2018020259_259,Minor,2
2018020253_11,Minor,2
2018020253_180,Minor,2
2018020253_221,Minor,2
2018020253_260,Minor,2
2018020253_261,Minor,2
2018020253_288,Minor,2
2018020254_82,Minor,2
2018020254_132,Minor,2
2018020254_139,Minor,2
2018020254_174,Minor,2
2018020254_217,Minor,2
2018020254_250,Minor,2
2018020254_303,Minor,2
2018020254_321,Minor,2
2018020255_10,Minor,2
2018020255_84,Minor,2
2018020255_135,Minor,2
2018020255_189,Minor,2
2018020255_197,Minor,2
2018020255_224,Minor,2
2018020255_225,Minor,2
2018020255_307,Minor,2
2018020257_56,Minor,2
2018020257_121,Minor,2
2018020257_144,Minor,2
2018020257_148,Minor,2
2018020257_149,Minor,2
2018020257_150,Minor,2
2018020257_312,Minor,2
2018020257_313,Minor,2
2018020256_37,Minor,2
2018020256_64,Minor,2
2018020256_77,Minor,2
2018020256_103,Minor,2
2018020256_107,Minor,2
2018020256_207,Minor,2
2018020256_218,Minor,2
2018020256_276,Bench Minor,2
2018020256_309,Minor,2
2018020256_324,Minor,2
2018020256_325,Minor,2
2018020258_89,Minor,2
2018020258_129,Minor,2
2018020258_218,Minor,2
2018020258_219,Minor,2
2018020258_235,Minor,2
2018020258_256,Penalty Shot,0
2018020259_12,Minor,2
2018020259_107,Minor,2
2018020259_158,Minor,2
2018020259_241,Minor,2
2018020259_259,Minor,2
2018020260_12,Minor,2
2018020260_31,Minor,2
2018020260_105,Minor,2
2018020260_121,Major,5
2018020260_122,Major,5
2018020260_138,Minor,2
2018020260_144,Minor,2
2018020260_159,Minor,2
2018020260_175,Minor,2
2018020260_177,Minor,2
2018020260_272,Minor,2
2018020260_295,Minor,2
2018020261_221,Minor,2
2018020261_229,Minor,2
2018020261_313,Minor,2
2018020261_314,Minor,2
2018020262_30,Minor,2
2018020262_39,Major,5
2018020262_40,Major,5
2018020262_62,Minor,2
2018020262_76,Bench Minor,2
2018020262_116,Minor,2
2018020262_138,Minor,2
2018020262_143,Minor,2
2018020262_144,Minor,2
2018020262_163,Minor,2
2018020262_300,Minor,2
2018020263_49,Minor,2
2018020263_64,Minor,2
2018020263_99,Minor,2
2018020263_136,Minor,2
2018020263_150,Minor,2
2018020263_158,Minor,2
2018020263_180,Major,5
2018020263_181,Major,5
2018020263_240,Minor,2
2018020263_280,Bench Minor,2
2018020263_327,Minor,2
2018020260_12,Minor,2
2018020260_31,Minor,2
2018020260_105,Minor,2
2018020260_121,Major,5
2018020260_122,Major,5
2018020260_138,Minor,2
2018020260_144,Minor,2
2018020260_159,Minor,2
2018020260_175,Minor,2
2018020260_177,Minor,2
2018020260_272,Minor,2
2018020260_295,Minor,2
2018020261_221,Minor,2
2018020261_229,Minor,2
2018020261_313,Minor,2
2018020261_314,Minor,2
2018020262_30,Minor,2
2018020262_39,Major,5
2018020262_40,Major,5
2018020262_62,Minor,2
2018020262_76,Bench Minor,2
2018020262_116,Minor,2
2018020262_138,Minor,2
2018020262_143,Minor,2
2018020262_144,Minor,2
2018020262_163,Minor,2
2018020262_300,Minor,2
2018020263_49,Minor,2
2018020263_64,Minor,2
2018020263_99,Minor,2
2018020263_136,Minor,2
2018020263_150,Minor,2
2018020263_158,Minor,2
2018020263_180,Major,5
2018020263_181,Major,5
2018020263_240,Minor,2
2018020263_280,Bench Minor,2
2018020263_327,Minor,2
2018020265_38,Minor,2
2018020265_78,Minor,2
2018020265_104,Minor,2
2018020265_148,Minor,2
2018020265_199,Minor,2
2018020265_200,Minor,2
2018020265_201,Minor,2
2018020266_32,Minor,2
2018020266_84,Minor,2
2018020266_98,Bench Minor,2
2018020266_139,Minor,2
2018020266_151,Minor,2
2018020266_162,Minor,2
2018020266_231,Minor,2
2018020266_263,Minor,4
2018020266_271,Minor,2
2018020266_272,Misconduct,10
2018020266_273,Misconduct,10
2018020267_75,Minor,2
2018020267_133,Minor,2
2018020267_155,Minor,2
2018020267_192,Minor,2
2018020264_114,Minor,2
2018020264_184,Minor,2
2018020264_256,Minor,2
2018020264_258,Minor,2
2018020268_84,Minor,2
2018020268_88,Minor,2
2018020268_103,Minor,2
2018020268_132,Minor,2
2018020268_145,Minor,2
2018020268_165,Minor,2
2018020268_166,Minor,2
2018020268_202,Minor,2
2018020268_209,Minor,2
2018020268_254,Minor,2
2018020268_256,Minor,2
2018020269_13,Minor,2
2018020269_95,Minor,2
2018020269_119,Minor,2
2018020269_148,Minor,2
2018020269_160,Major,5
2018020269_161,Major,5
2018020269_219,Minor,2
2018020269_242,Minor,2
2018020269_251,Minor,2
2018020269_252,Minor,2
2018020269_254,Minor,2
2018020269_275,Minor,2
2018020270_30,Minor,2
2018020270_103,Minor,2
2018020270_153,Minor,2
2018020270_190,Minor,2
2018020270_198,Minor,2
2018020270_299,Minor,2
2018020270_321,Minor,2
2018020270_322,Minor,2
2018020270_323,Minor,2
2018020270_324,Minor,2
2018020271_12,Minor,2
2018020271_30,Minor,2
2018020271_58,Minor,2
2018020271_96,Minor,2
2018020271_148,Minor,4
2018020271_177,Minor,2
2018020271_214,Minor,2
2018020272_35,Minor,2
2018020272_67,Minor,2
2018020272_128,Minor,2
2018020272_132,Minor,2
2018020272_176,Minor,2
2018020272_184,Minor,2
2018020272_192,Bench Minor,2
2018020272_244,Minor,2
2018020265_38,Minor,2
2018020265_78,Minor,2
2018020265_104,Minor,2
2018020265_148,Minor,2
2018020265_199,Minor,2
2018020265_200,Minor,2
2018020265_201,Minor,2
2018020266_32,Minor,2
2018020266_84,Minor,2
2018020266_98,Bench Minor,2
2018020266_139,Minor,2
2018020266_151,Minor,2
2018020266_162,Minor,2
2018020266_231,Minor,2
2018020266_263,Minor,4
2018020266_271,Minor,2
2018020266_272,Misconduct,10
2018020266_273,Misconduct,10
2018020267_75,Minor,2
2018020267_133,Minor,2
2018020267_155,Minor,2
2018020267_192,Minor,2
2018020264_114,Minor,2
2018020264_184,Minor,2
2018020264_256,Minor,2
2018020264_258,Minor,2
2018020268_84,Minor,2
2018020268_88,Minor,2
2018020268_103,Minor,2
2018020268_132,Minor,2
2018020268_145,Minor,2
2018020268_165,Minor,2
2018020268_166,Minor,2
2018020268_202,Minor,2
2018020268_209,Minor,2
2018020268_254,Minor,2
2018020268_256,Minor,2
2018020269_13,Minor,2
2018020269_95,Minor,2
2018020269_119,Minor,2
2018020269_148,Minor,2
2018020269_160,Major,5
2018020269_161,Major,5
2018020269_219,Minor,2
2018020269_242,Minor,2
2018020269_251,Minor,2
2018020269_252,Minor,2
2018020269_254,Minor,2
2018020269_275,Minor,2
2018020270_30,Minor,2
2018020270_103,Minor,2
2018020270_153,Minor,2
2018020270_190,Minor,2
2018020270_198,Minor,2
2018020270_299,Minor,2
2018020270_321,Minor,2
2018020270_322,Minor,2
2018020270_323,Minor,2
2018020270_324,Minor,2
2018020271_12,Minor,2
2018020271_30,Minor,2
2018020271_58,Minor,2
2018020271_96,Minor,2
2018020271_148,Minor,4
2018020271_177,Minor,2
2018020271_214,Minor,2
2018020272_35,Minor,2
2018020272_67,Minor,2
2018020272_128,Minor,2
2018020272_132,Minor,2
2018020272_176,Minor,2
2018020272_184,Minor,2
2018020272_192,Bench Minor,2
2018020272_244,Minor,2
2018020273_115,Minor,2
2018020273_140,Minor,2
2018020273_206,Minor,2
2018020274_41,Minor,2
2018020274_76,Minor,2
2018020274_89,Minor,2
2018020274_121,Minor,2
2018020274_127,Minor,2
2018020274_263,Minor,2
2018020275_59,Minor,2
2018020275_89,Minor,2
2018020275_112,Minor,2
2018020275_118,Minor,2
2018020275_157,Minor,2
2018020275_158,Minor,2
2018020275_239,Minor,2
2018020275_270,Minor,2
2018020276_31,Minor,2
2018020276_38,Minor,2
2018020276_61,Minor,2
2018020276_77,Minor,2
2018020276_82,Minor,2
2018020276_161,Minor,2
2018020276_212,Minor,2
2018020276_303,Minor,2
2018020276_336,Minor,2
2018020276_342,Minor,2
2018020273_115,Minor,2
2018020273_140,Minor,2
2018020273_206,Minor,2
2018020274_41,Minor,2
2018020274_76,Minor,2
2018020274_89,Minor,2
2018020274_121,Minor,2
2018020274_127,Minor,2
2018020274_263,Minor,2
2018020275_59,Minor,2
2018020275_89,Minor,2
2018020275_112,Minor,2
2018020275_118,Minor,2
2018020275_157,Minor,2
2018020275_158,Minor,2
2018020275_239,Minor,2
2018020275_270,Minor,2
2018020276_31,Minor,2
2018020276_38,Minor,2
2018020276_61,Minor,2
2018020276_77,Minor,2
2018020276_82,Minor,2
2018020276_161,Minor,2
2018020276_212,Minor,2
2018020276_303,Minor,2
2018020276_336,Minor,2
2018020276_342,Minor,2
2018020277_27,Minor,2
2018020277_87,Minor,4
2018020277_128,Minor,2
2018020277_138,Minor,2
2018020277_153,Minor,2
2018020277_188,Minor,2
2018020277_259,Minor,2
2018020277_291,Minor,2
2018020278_50,Minor,2
2018020278_82,Minor,2
2018020278_105,Minor,2
2018020278_134,Minor,2
2018020278_158,Minor,2
2018020278_199,Minor,2
2018020278_200,Minor,2
2018020278_238,Minor,2
2018020278_315,Misconduct,10
2018020278_316,Misconduct,10
2018020279_42,Minor,2
2018020279_50,Minor,2
2018020279_67,Minor,2
2018020279_68,Minor,2
2018020279_71,Minor,2
2018020279_75,Minor,2
2018020279_76,Minor,2
2018020279_114,Minor,2
2018020279_115,Minor,2
2018020279_117,Minor,2
2018020279_161,Minor,2
2018020279_185,Minor,2
2018020279_196,Minor,2
2018020279_204,Minor,2
2018020279_307,Minor,2
2018020280_30,Minor,2
2018020280_97,Minor,2
2018020280_173,Minor,2
2018020280_196,Minor,2
2018020280_222,Minor,2
2018020281_30,Major,5
2018020281_31,Major,5
2018020281_41,Minor,2
2018020281_154,Minor,2
2018020281_175,Minor,2
2018020281_181,Minor,2
2018020281_207,Minor,2
2018020281_239,Minor,2
2018020281_320,Penalty Shot,0
2018020281_329,Minor,2
2018020281_352,Penalty Shot,0
2018020282_25,Minor,2
2018020282_57,Minor,2
2018020282_72,Minor,2
2018020282_107,Minor,2
2018020282_123,Minor,2
2018020282_183,Minor,2
2018020282_216,Minor,2
2018020282_244,Minor,2
2018020283_74,Minor,2
2018020283_125,Minor,2
2018020283_281,Minor,2
2018020284_19,Minor,2
2018020284_25,Minor,2
2018020284_39,Minor,2
2018020284_174,Minor,2
2018020284_188,Minor,2
2018020284_234,Minor,2
2018020284_258,Minor,2
2018020285_5,Minor,2
2018020285_53,Minor,2
2018020285_54,Minor,2
2018020285_63,Minor,2
2018020285_72,Minor,2
2018020285_177,Minor,2
2018020285_203,Minor,2
2018020285_284,Minor,2
2018020285_328,Minor,2
2018020285_329,Minor,2
2018020285_330,Minor,2
2018020285_331,Minor,2
2018020277_27,Minor,2
2018020277_87,Minor,4
2018020277_128,Minor,2
2018020277_138,Minor,2
2018020277_153,Minor,2
2018020277_188,Minor,2
2018020277_259,Minor,2
2018020277_291,Minor,2
2018020278_50,Minor,2
2018020278_82,Minor,2
2018020278_105,Minor,2
2018020278_134,Minor,2
2018020278_158,Minor,2
2018020278_199,Minor,2
2018020278_200,Minor,2
2018020278_238,Minor,2
2018020278_315,Misconduct,10
2018020278_316,Misconduct,10
2018020279_42,Minor,2
2018020279_50,Minor,2
2018020279_67,Minor,2
2018020279_68,Minor,2
2018020279_71,Minor,2
2018020279_75,Minor,2
2018020279_76,Minor,2
2018020279_114,Minor,2
2018020279_115,Minor,2
2018020279_117,Minor,2
2018020279_161,Minor,2
2018020279_185,Minor,2
2018020279_196,Minor,2
2018020279_204,Minor,2
2018020279_307,Minor,2
2018020280_30,Minor,2
2018020280_97,Minor,2
2018020280_173,Minor,2
2018020280_196,Minor,2
2018020280_222,Minor,2
2018020281_30,Major,5
2018020281_31,Major,5
2018020281_41,Minor,2
2018020281_154,Minor,2
2018020281_175,Minor,2
2018020281_181,Minor,2
2018020281_207,Minor,2
2018020281_239,Minor,2
2018020281_320,Penalty Shot,0
2018020281_329,Minor,2
2018020281_352,Penalty Shot,0
2018020282_25,Minor,2
2018020282_57,Minor,2
2018020282_72,Minor,2
2018020282_107,Minor,2
2018020282_123,Minor,2
2018020282_183,Minor,2
2018020282_216,Minor,2
2018020282_244,Minor,2
2018020283_74,Minor,2
2018020283_125,Minor,2
2018020283_281,Minor,2
2018020284_19,Minor,2
2018020284_25,Minor,2
2018020284_39,Minor,2
2018020284_174,Minor,2
2018020284_188,Minor,2
2018020284_234,Minor,2
2018020284_258,Minor,2
2018020285_5,Minor,2
2018020285_53,Minor,2
2018020285_54,Minor,2
2018020285_63,Minor,2
2018020285_72,Minor,2
2018020285_177,Minor,2
2018020285_203,Minor,2
2018020285_284,Minor,2
2018020285_328,Minor,2
2018020285_329,Minor,2
2018020285_330,Minor,2
2018020285_331,Minor,2
2018020286_36,Minor,2
2018020286_53,Minor,2
2018020286_61,Minor,2
2018020286_83,Minor,2
2018020286_84,Minor,2
2018020286_166,Minor,2
2018020286_167,Minor,2
2018020286_168,Minor,2
2018020286_194,Minor,2
2018020286_196,Misconduct,10
2018020286_238,Minor,2
2018020286_280,Minor,2
2018020286_281,Minor,2
2018020286_282,Minor,2
2018020286_283,Minor,2
2018020286_302,Minor,2
2018020286_303,Minor,2
2018020286_304,Major,5
2018020286_305,Major,5
2018020287_65,Minor,2
2018020287_70,Minor,2
2018020287_150,Minor,2
2018020287_194,Minor,2
2018020288_151,Minor,2
2018020288_170,Minor,2
2018020288_180,Minor,2
2018020288_199,Minor,2
2018020289_75,Minor,2
2018020289_118,Minor,2
2018020289_145,Minor,2
2018020289_233,Minor,2
2018020289_286,Minor,2
2018020290_50,Minor,2
2018020290_86,Minor,2
2018020290_93,Minor,2
2018020290_136,Minor,2
2018020290_137,Minor,2
2018020290_162,Minor,2
2018020290_244,Minor,2
2018020290_261,Minor,2
2018020290_292,Minor,2
2018020291_121,Minor,2
2018020291_168,Minor,2
2018020291_279,Minor,2
2018020286_36,Minor,2
2018020286_53,Minor,2
2018020286_61,Minor,2
2018020286_83,Minor,2
2018020286_84,Minor,2
2018020286_166,Minor,2
2018020286_167,Minor,2
2018020286_168,Minor,2
2018020286_194,Minor,2
2018020286_196,Misconduct,10
2018020286_238,Minor,2
2018020286_280,Minor,2
2018020286_281,Minor,2
2018020286_282,Minor,2
2018020286_283,Minor,2
2018020286_302,Minor,2
2018020286_303,Minor,2
2018020286_304,Major,5
2018020286_305,Major,5
2018020287_65,Minor,2
2018020287_70,Minor,2
2018020287_150,Minor,2
2018020287_194,Minor,2
2018020288_151,Minor,2
2018020288_170,Minor,2
2018020288_180,Minor,2
2018020288_199,Minor,2
2018020289_75,Minor,2
2018020289_118,Minor,2
2018020289_145,Minor,2
2018020289_233,Minor,2
2018020289_286,Minor,2
2018020290_50,Minor,2
2018020290_86,Minor,2
2018020290_93,Minor,2
2018020290_136,Minor,2
2018020290_137,Minor,2
2018020290_162,Minor,2
2018020290_244,Minor,2
2018020290_261,Minor,2
2018020290_292,Minor,2
2018020291_121,Minor,2
2018020291_168,Minor,2
2018020291_279,Minor,2
2018020292_120,Minor,2
2018020292_121,Minor,2
2018020292_157,Minor,2
2018020292_158,Minor,2
2018020292_159,Minor,2
2018020292_189,Minor,2
2018020293_66,Minor,2
2018020293_108,Minor,2
2018020293_129,Minor,2
2018020293_144,Minor,2
2018020293_192,Minor,2
2018020293_264,Minor,2
2018020293_267,Minor,2
2018020293_277,Minor,2
2018020293_278,Minor,2
2018020293_279,Minor,2
2018020293_294,Minor,2
2018020294_40,Minor,2
2018020294_61,Minor,2
2018020294_64,Minor,2
2018020294_84,Minor,2
2018020298_7,Minor,2
2018020298_50,Minor,2
2018020298_56,Minor,2
2018020298_202,Minor,2
2018020298_240,Minor,2
2018020298_265,Minor,2
2018020298_316,Minor,2
2018020295_38,Minor,2
2018020295_50,Minor,2
2018020295_62,Minor,2
2018020295_129,Minor,2
2018020295_168,Minor,2
2018020295_187,Minor,2
2018020295_205,Minor,2
2018020295_206,Minor,2
2018020295_207,Minor,2
2018020296_33,Minor,2
2018020296_56,Minor,2
2018020296_108,Minor,2
2018020296_109,Minor,2
2018020296_193,Minor,2
2018020296_226,Minor,2
2018020296_283,Minor,2
2018020297_126,Minor,2
2018020297_162,Minor,2
2018020297_180,Bench Minor,2
2018020297_193,Bench Minor,2
2018020297_204,Minor,2
2018020297_234,Minor,2
2018020297_263,Minor,2
2018020297_315,Minor,2
2018020300_53,Minor,2
2018020300_57,Minor,2
2018020300_66,Minor,2
2018020300_98,Minor,2
2018020300_227,Minor,2
2018020300_276,Minor,2
2018020299_56,Minor,2
2018020299_87,Minor,2
2018020299_109,Minor,2
2018020299_123,Minor,2
2018020299_144,Minor,2
2018020299_145,Minor,2
2018020299_237,Minor,2
2018020299_260,Minor,2
2018020299_266,Minor,2
2018020301_13,Minor,2
2018020301_19,Major,5
2018020301_20,Major,5
2018020301_68,Minor,2
2018020301_69,Minor,2
2018020301_70,Minor,2
2018020301_112,Minor,2
2018020301_113,Minor,2
2018020301_114,Minor,2
2018020301_115,Minor,2
2018020301_116,Misconduct,10
2018020301_129,Minor,4
2018020301_152,Minor,2
2018020301_206,Minor,2
2018020301_223,Minor,2
2018020301_350,Misconduct,10
2018020302_7,Minor,2
2018020302_102,Minor,2
2018020302_121,Minor,2
2018020292_120,Minor,2
2018020292_121,Minor,2
2018020292_157,Minor,2
2018020292_158,Minor,2
2018020292_159,Minor,2
2018020292_189,Minor,2
2018020293_66,Minor,2
2018020293_108,Minor,2
2018020293_129,Minor,2
2018020293_144,Minor,2
2018020293_192,Minor,2
2018020293_264,Minor,2
2018020293_267,Minor,2
2018020293_277,Minor,2
2018020293_278,Minor,2
2018020293_279,Minor,2
2018020293_294,Minor,2
2018020294_40,Minor,2
2018020294_61,Minor,2
2018020294_64,Minor,2
2018020294_84,Minor,2
2018020298_7,Minor,2
2018020298_50,Minor,2
2018020298_56,Minor,2
2018020298_202,Minor,2
2018020298_240,Minor,2
2018020298_265,Minor,2
2018020298_316,Minor,2
2018020295_38,Minor,2
2018020295_50,Minor,2
2018020295_62,Minor,2
2018020295_129,Minor,2
2018020295_168,Minor,2
2018020295_187,Minor,2
2018020295_205,Minor,2
2018020295_206,Minor,2
2018020295_207,Minor,2
2018020296_33,Minor,2
2018020296_56,Minor,2
2018020296_108,Minor,2
2018020296_109,Minor,2
2018020296_193,Minor,2
2018020296_226,Minor,2
2018020296_283,Minor,2
2018020297_126,Minor,2
2018020297_162,Minor,2
2018020297_180,Bench Minor,2
2018020297_193,Bench Minor,2
2018020297_204,Minor,2
2018020297_234,Minor,2
2018020297_263,Minor,2
2018020297_315,Minor,2
2018020300_53,Minor,2
2018020300_57,Minor,2
2018020300_66,Minor,2
2018020300_98,Minor,2
2018020300_227,Minor,2
2018020300_276,Minor,2
2018020299_56,Minor,2
2018020299_87,Minor,2
2018020299_109,Minor,2
2018020299_123,Minor,2
2018020299_144,Minor,2
2018020299_145,Minor,2
2018020299_237,Minor,2
2018020299_260,Minor,2
2018020299_266,Minor,2
2018020301_13,Minor,2
2018020301_19,Major,5
2018020301_20,Major,5
2018020301_68,Minor,2
2018020301_69,Minor,2
2018020301_70,Minor,2
2018020301_112,Minor,2
2018020301_113,Minor,2
2018020301_114,Minor,2
2018020301_115,Minor,2
2018020301_116,Misconduct,10
2018020301_129,Minor,4
2018020301_152,Minor,2
2018020301_206,Minor,2
2018020301_223,Minor,2
2018020301_350,Misconduct,10
2018020302_7,Minor,2
2018020302_102,Minor,2
2018020302_121,Minor,2
2018020303_74,Minor,2
2018020303_141,Minor,4
2018020303_187,Minor,2
2018020303_219,Minor,2
2018020304_149,Minor,2
2018020304_194,Minor,2
2018020304_219,Minor,2
2018020304_238,Minor,2
2018020304_241,Minor,2
2018020304_275,Minor,2
2018020305_35,Bench Minor,2
2018020305_84,Minor,2
2018020305_150,Minor,2
2018020305_164,Minor,2
2018020305_190,Minor,2
2018020305_289,Minor,2
2018020307_116,Minor,2
2018020307_173,Minor,2
2018020307_203,Minor,2
2018020307_245,Minor,2
2018020307_355,Minor,2
2018020306_95,Minor,2
2018020306_126,Minor,2
2018020306_147,Minor,2
2018020306_171,Minor,2
2018020306_172,Minor,2
2018020306_305,Minor,2
2018020303_74,Minor,2
2018020303_141,Minor,4
2018020303_187,Minor,2
2018020303_219,Minor,2
2018020304_149,Minor,2
2018020304_194,Minor,2
2018020304_219,Minor,2
2018020304_238,Minor,2
2018020304_241,Minor,2
2018020304_275,Minor,2
2018020305_35,Bench Minor,2
2018020305_84,Minor,2
2018020305_150,Minor,2
2018020305_164,Minor,2
2018020305_190,Minor,2
2018020305_289,Minor,2
2018020307_116,Minor,2
2018020307_173,Minor,2
2018020307_203,Minor,2
2018020307_245,Minor,2
2018020307_355,Minor,2
2018020306_95,Minor,2
2018020306_126,Minor,2
2018020306_147,Minor,2
2018020306_171,Minor,2
2018020306_172,Minor,2
2018020306_305,Minor,2
2018020309_31,Bench Minor,2
2018020309_37,Minor,2
2018020309_47,Minor,2
2018020309_96,Minor,2
2018020309_105,Minor,2
2018020309_121,Minor,2
2018020310_22,Minor,2
2018020310_104,Minor,2
2018020310_105,Major,5
2018020310_106,Major,5
2018020310_163,Minor,2
2018020310_176,Minor,2
2018020310_268,Minor,2
2018020310_333,Minor,2
2018020311_131,Minor,2
2018020311_132,Minor,2
2018020311_133,Minor,2
2018020311_159,Minor,2
2018020311_193,Minor,4
2018020311_258,Major,5
2018020311_259,Major,5
2018020311_264,Minor,2
2018020311_275,Minor,2
2018020312_43,Minor,2
2018020312_97,Minor,2
2018020312_160,Minor,2
2018020312_210,Bench Minor,2
2018020312_222,Minor,2
2018020312_223,Minor,2
2018020312_327,Minor,2
2018020312_333,Minor,2
2018020312_354,Minor,2
2018020313_12,Minor,2
2018020313_250,Minor,2
2018020314_5,Minor,2
2018020314_64,Minor,2
2018020314_72,Minor,2
2018020314_169,Minor,2
2018020314_191,Minor,2
2018020315_16,Minor,2
2018020315_24,Minor,2
2018020315_96,Minor,2
2018020315_147,Minor,2
2018020315_164,Minor,2
2018020315_244,Minor,2
2018020315_258,Minor,2
2018020315_316,Minor,2
2018020316_27,Minor,2
2018020316_43,Minor,2
2018020316_87,Minor,2
2018020316_108,Minor,2
2018020316_131,Minor,2
2018020316_165,Major,5
2018020316_166,Major,5
2018020316_168,Minor,2
2018020316_169,Misconduct,10
2018020316_198,Minor,2
2018020316_254,Minor,2
2018020309_31,Bench Minor,2
2018020309_37,Minor,2
2018020309_47,Minor,2
2018020309_96,Minor,2
2018020309_105,Minor,2
2018020309_121,Minor,2
2018020310_22,Minor,2
2018020310_104,Minor,2
2018020310_105,Major,5
2018020310_106,Major,5
2018020310_163,Minor,2
2018020310_176,Minor,2
2018020310_268,Minor,2
2018020310_333,Minor,2
2018020311_131,Minor,2
2018020311_132,Minor,2
2018020311_133,Minor,2
2018020311_159,Minor,2
2018020311_193,Minor,4
2018020311_258,Major,5
2018020311_259,Major,5
2018020311_264,Minor,2
2018020311_275,Minor,2
2018020312_43,Minor,2
2018020312_97,Minor,2
2018020312_160,Minor,2
2018020312_210,Bench Minor,2
2018020312_222,Minor,2
2018020312_223,Minor,2
2018020312_327,Minor,2
2018020312_333,Minor,2
2018020312_354,Minor,2
2018020313_12,Minor,2
2018020313_250,Minor,2
2018020314_5,Minor,2
2018020314_64,Minor,2
2018020314_72,Minor,2
2018020314_169,Minor,2
2018020314_191,Minor,2
2018020315_16,Minor,2
2018020315_24,Minor,2
2018020315_96,Minor,2
2018020315_147,Minor,2
2018020315_164,Minor,2
2018020315_244,Minor,2
2018020315_258,Minor,2
2018020315_316,Minor,2
2018020316_27,Minor,2
2018020316_43,Minor,2
2018020316_87,Minor,2
2018020316_108,Minor,2
2018020316_131,Minor,2
2018020316_165,Major,5
2018020316_166,Major,5
2018020316_168,Minor,2
2018020316_169,Misconduct,10
2018020316_198,Minor,2
2018020316_254,Minor,2
2018020317_66,Minor,2
2018020317_105,Minor,2
2018020317_147,Minor,2
2018020317_150,Minor,2
2018020317_66,Minor,2
2018020317_105,Minor,2
2018020317_147,Minor,2
2018020317_150,Minor,2
2018020319_132,Bench Minor,2
2018020319_150,Minor,2
2018020319_171,Minor,2
2018020320_51,Minor,2
2018020320_134,Minor,2
2018020320_199,Major,5
2018020320_200,Major,5
2018020320_214,Minor,2
2018020320_286,Minor,2
2018020320_335,Minor,2
2018020320_336,Minor,2
2018020321_30,Minor,2
2018020321_110,Minor,2
2018020321_134,Minor,2
2018020321_136,Minor,2
2018020321_276,Minor,2
2018020322_16,Minor,2
2018020322_19,Minor,2
2018020322_28,Minor,2
2018020322_79,Minor,2
2018020322_98,Minor,2
2018020322_101,Minor,2
2018020323_184,Minor,2
2018020323_216,Minor,2
2018020323_301,Minor,2
2018020323_333,Minor,2
2018020323_334,Minor,2
2018020318_35,Minor,2
2018020318_96,Major,5
2018020318_97,Major,5
2018020318_132,Minor,2
2018020318_202,Minor,2
2018020318_228,Minor,2
2018020324_59,Minor,2
2018020325_37,Minor,2
2018020325_97,Minor,2
2018020325_122,Minor,2
2018020325_204,Minor,2
2018020325_211,Minor,2
2018020325_231,Minor,2
2018020325_283,Minor,2
2018020325_290,Minor,2
2018020326_53,Minor,2
2018020326_79,Minor,2
2018020326_87,Minor,2
2018020326_156,Minor,2
2018020326_157,Minor,2
2018020326_169,Bench Minor,2
2018020326_196,Minor,2
2018020326_308,Minor,2
2018020326_309,Minor,2
2018020326_313,Minor,2
2018020326_333,Major,5
2018020326_336,Minor,2
2018020327_49,Minor,2
2018020327_82,Minor,2
2018020327_86,Minor,2
2018020327_93,Minor,2
2018020327_113,Minor,2
2018020327_124,Minor,2
2018020327_195,Minor,2
2018020327_227,Minor,2
2018020327_240,Minor,2
2018020328_32,Minor,2
2018020328_125,Minor,2
2018020328_155,Minor,2
2018020328_256,Minor,2
2018020328_289,Minor,2
2018020330_16,Minor,2
