game_id,team_id,player_id
2018020025,30,8476806
2018020025,30,8475613
2018020025,54,8476987
2018020025,54,8476779
2018020027,53,8477460
2018020027,53,8480849
2018020027,53,8477851
2018020027,24,8476857
2018020027,24,8480806
2018020027,24,8474568
2018020026,21,8475747
2018020026,4,8475462
2018020026,4,8475738
2018020026,4,8474668
2018020028,20,8478397
2018020028,20,8477903
2018020028,20,8474061
2018020028,23,8473415
2018020028,23,8477018
2018020028,23,8477213
2018020020,1,8473468
2018020020,1,8477463
2018020020,1,8471226
2018020020,22,8479465
2018020020,22,8475163
2018020020,22,8474520
2018020023,25,8477945
2018020023,25,8477501
2018020023,25,8476966
2018020023,52,8477448
2018020023,52,8475179
2018020023,52,8477962
2018020017,7,8474567
2018020017,7,8471743
2018020017,7,8476807
2018020017,3,8476368
2018020017,3,8477950
2018020017,3,8476480
2018020018,10,8477512
2018020018,10,8475718
2018020018,10,8475716
2018020018,9,8477433
2018020018,9,8480801
2018020019,14,8474870
2018020019,14,8476886
2018020019,14,8478365
2018020019,13,8474230
2018020019,13,8479553
2018020019,13,8477346
2018020021,2,8477527
2018020021,2,8475832
2018020021,2,8476429
2018020021,18,8469465
2018020021,18,8475625
2018020021,18,8476447
2018020022,5,8474683
2018020022,5,8480945
2018020022,5,8477244
2018020022,8,8473991
2018020022,8,8469521
2018020022,8,8477957
2018020024,19,8476441
2018020024,19,8476877
2018020024,19,8469501
2018020024,16,8475869
2018020024,16,8477401
2018020025,30,8476806
2018020025,30,8475613
2018020025,54,8476987
2018020025,54,8476779
2018020027,53,8477460
2018020027,53,8480849
2018020027,53,8477851
2018020027,24,8476857
2018020027,24,8480806
2018020027,24,8474568
2018020026,21,8475747
2018020026,4,8475462
2018020026,4,8475738
2018020026,4,8474668
2018020028,20,8478397
2018020028,20,8477903
2018020028,20,8474061
2018020028,23,8473415
2018020028,23,8477018
2018020028,23,8477213
2018020029,12,8477938
2018020029,12,8477458
2018020029,3,8476368
2018020029,3,8479968
2018020029,3,8471657
2018020030,16,8475869
2018020030,16,8478561
2018020030,10,8477512
2018020030,10,8475718
2018020030,10,8480943
2018020031,26,8475160
2018020031,26,8480147
2018020031,26,8479644
2018020031,17,8476924
2018020031,17,8478176
2018020031,17,8474722
2018020029,12,8477938
2018020029,12,8477458
2018020029,3,8476368
2018020029,3,8479968
2018020029,3,8471657
2018020030,16,8475869
2018020030,16,8478561
2018020030,10,8477512
2018020030,10,8475718
2018020030,10,8480943
2018020031,26,8475160
2018020031,26,8480147
2018020031,26,8479644
2018020031,17,8476924
2018020031,17,8478176
2018020031,17,8474722
2018020032,6,8474000
2018020032,6,8475807
2018020032,9,8474008
2018020032,9,8477433
2018020033,2,8479206
2018020033,2,8477527
2018020033,2,8474579
2018020033,28,8479580
2018020033,28,8475841
2018020033,28,8480160
2018020034,7,8474567
2018020034,7,8471743
2018020034,7,8476807
2018020034,54,8476987
2018020034,54,8476779
2018020035,24,8476857
2018020035,24,8470612
2018020035,24,8477205
2018020035,17,8470110
2018020035,17,8476924
2018020035,17,8474722
2018020032,6,8474000
2018020032,6,8475807
2018020032,9,8474008
2018020032,9,8477433
2018020033,2,8479206
2018020033,2,8477527
2018020033,2,8474579
2018020033,28,8479580
2018020033,28,8475841
2018020033,28,8480160
2018020034,7,8474567
2018020034,7,8471743
2018020034,7,8476807
2018020034,54,8476987
2018020034,54,8476779
2018020035,24,8476857
2018020035,24,8470612
2018020035,24,8477205
2018020035,17,8470110
2018020035,17,8476924
2018020035,17,8474722
2018020036,4,8474037
2018020036,4,8477850
2018020036,4,8474668
2018020036,28,8479580
2018020036,28,8475841
2018020036,28,8480160
2018020037,12,8477845
2018020037,12,8477458
2018020037,23,8473415
2018020037,23,8474584
2018020037,23,8477353
2018020038,29,8478506
2018020038,29,8478541
2018020038,29,8478567
2018020038,21,8477973
2018020038,21,8475747
2018020039,18,8469465
2018020039,18,8475625
2018020039,18,8476447
2018020039,20,8477903
2018020039,20,8476873
2018020039,20,8474774
2018020040,52,8477448
2018020040,52,8475179
2018020040,52,8477962
2018020040,26,8479994
2018020040,26,8480147
2018020041,25,8477450
2018020041,25,8477945
2018020041,25,8476966
2018020041,10,8475718
2018020041,10,8477341
2018020041,10,8475716
2018020036,4,8474037
2018020036,4,8477850
2018020036,4,8474668
2018020036,28,8479580
2018020036,28,8475841
2018020036,28,8480160
2018020037,12,8477845
2018020037,12,8477458
2018020037,23,8473415
2018020037,23,8474584
2018020037,23,8477353
2018020038,29,8478506
2018020038,29,8478541
2018020038,29,8478567
2018020038,21,8477973
2018020038,21,8475747
2018020039,18,8469465
2018020039,18,8475625
2018020039,18,8476447
2018020039,20,8477903
2018020039,20,8476873
2018020039,20,8474774
2018020040,52,8477448
2018020040,52,8475179
2018020040,52,8477962
2018020040,26,8479994
2018020040,26,8480147
2018020041,25,8477450
2018020041,25,8477945
2018020041,25,8476966
2018020041,10,8475718
2018020041,10,8477341
2018020041,10,8475716
2018020042,9,8474008
2018020042,9,8477433
2018020042,4,8474037
2018020042,4,8477850
2018020042,4,8475738
2018020043,15,8477474
2018020043,15,8477126
2018020043,15,8477573
2018020043,54,8476987
2018020043,54,8476779
2018020044,24,8470612
2018020044,24,8476207
2018020044,24,8474568
2018020044,53,8477460
2018020044,53,8477851
2018020042,9,8474008
2018020042,9,8477433
2018020042,4,8474037
2018020042,4,8477850
2018020042,4,8475738
2018020043,15,8477474
2018020043,15,8477126
2018020043,15,8477573
2018020043,54,8476987
2018020043,54,8476779
2018020044,24,8470612
2018020044,24,8476207
2018020044,24,8474568
2018020044,53,8477460
2018020044,53,8477851
2018020045,6,8477987
2018020045,6,8474000
2018020045,22,8470803
2018020045,22,8475163
2018020045,22,8474520
2018020046,7,8477461
2018020046,7,8471743
2018020046,7,8476807
2018020046,21,8474717
2018020046,21,8480326
2018020047,13,8468001
2018020047,13,8479553
2018020047,13,8477346
2018020047,29,8478541
2018020047,29,8478567
2018020048,1,8473468
2018020048,1,8477463
2018020048,1,8471226
2018020048,15,8477474
2018020048,15,8477126
2018020048,15,8477573
2018020049,3,8471657
2018020049,3,8480145
2018020049,3,8474031
2018020049,28,8479580
2018020049,28,8475841
2018020049,28,8480160
2018020050,5,8476874
2018020050,5,8476899
2018020050,5,8477244
2018020050,54,8476987
2018020050,54,8476779
2018020050,54,8475715
2018020051,8,8473991
2018020051,8,8469521
2018020051,8,8477957
2018020051,26,8480147
2018020051,26,8478455
2018020052,17,8479395
2018020052,17,8476924
2018020052,17,8474722
2018020052,10,8475718
2018020052,10,8477341
2018020052,10,8480943
2018020053,14,8476195
2018020053,14,8476886
2018020053,14,8478365
2018020053,23,8473415
2018020053,23,8474584
2018020053,23,8476894
2018020054,19,8478407
2018020054,19,8476877
2018020054,19,8469501
2018020054,20,8477903
2018020054,20,8476873
2018020054,20,8474774
2018020055,18,8475868
2018020055,18,8477919
2018020055,18,8475625
2018020055,52,8477448
2018020055,52,8475179
2018020055,52,8477962
2018020056,30,8468611
2018020056,30,8475613
2018020056,16,8475869
2018020056,16,8477366
2018020056,16,8478561
2018020045,6,8477987
2018020045,6,8474000
2018020045,22,8470803
2018020045,22,8475163
2018020045,22,8474520
2018020046,7,8477461
2018020046,7,8471743
2018020046,7,8476807
2018020046,21,8474717
2018020046,21,8480326
2018020047,13,8468001
2018020047,13,8479553
2018020047,13,8477346
2018020047,29,8478541
2018020047,29,8478567
2018020048,1,8473468
2018020048,1,8477463
2018020048,1,8471226
2018020048,15,8477474
2018020048,15,8477126
2018020048,15,8477573
2018020049,3,8471657
2018020049,3,8480145
2018020049,3,8474031
2018020049,28,8479580
2018020049,28,8475841
2018020049,28,8480160
2018020050,5,8476874
2018020050,5,8476899
2018020050,5,8477244
2018020050,54,8476987
2018020050,54,8476779
2018020050,54,8475715
2018020051,8,8473991
2018020051,8,8469521
2018020051,8,8477957
2018020051,26,8480147
2018020051,26,8478455
2018020052,17,8479395
2018020052,17,8476924
2018020052,17,8474722
2018020052,10,8475718
2018020052,10,8477341
2018020052,10,8480943
2018020053,14,8476195
2018020053,14,8476886
2018020053,14,8478365
2018020053,23,8473415
2018020053,23,8474584
2018020053,23,8476894
2018020054,19,8478407
2018020054,19,8476877
2018020054,19,8469501
2018020054,20,8477903
2018020054,20,8476873
2018020054,20,8474774
2018020055,18,8475868
2018020055,18,8477919
2018020055,18,8475625
2018020055,52,8477448
2018020055,52,8475179
2018020055,52,8477962
2018020056,30,8468611
2018020056,30,8475613
2018020056,16,8475869
2018020056,16,8477366
2018020056,16,8478561
2018020057,3,8477950
2018020057,3,8471657
2018020057,3,8480145
2018020057,22,8476988
2018020057,22,8475163
2018020057,22,8475178
2018020058,4,8477850
2018020058,4,8479974
2018020058,54,8476779
2018020058,54,8475715
2018020059,9,8477426
2018020059,26,8480147
2018020059,26,8478455
2018020061,6,8478046
2018020061,6,8474000
2018020061,17,8479395
2018020061,17,8476924
2018020061,17,8474722
2018020060,30,8478493
2018020060,30,8475613
2018020060,12,8476858
2018020060,12,8477938
2018020062,8,8473991
2018020062,8,8476285
2018020062,8,8471679
2018020062,8,8477957
2018020062,5,8477465
2018020062,5,8476467
2018020062,5,8477244
2018020063,14,8476195
2018020063,14,8476886
2018020063,14,8478365
2018020063,29,8478541
2018020063,29,8478567
2018020064,13,8468001
2018020064,13,8478366
2018020064,13,8477346
2018020064,23,8474584
2018020064,23,8476894
2018020064,23,8477353
2018020065,15,8477474
2018020065,15,8477126
2018020065,15,8477573
2018020065,10,8474589
2018020065,10,8475718
2018020065,10,8475716
2018020066,18,8475868
2018020066,18,8477919
2018020066,18,8475625
2018020066,2,8477527
2018020066,2,8475832
2018020066,2,8474579
2018020067,25,8478449
2018020067,25,8471392
2018020067,25,8476966
2018020067,24,8470612
2018020067,24,8477205
2018020067,24,8478873
2018020068,16,8475869
2018020068,16,8477366
2018020068,16,8478561
2018020068,19,8478407
2018020068,19,8480143
2018020068,19,8475768
2018020069,53,8477851
2018020069,7,8477461
2018020069,7,8475728
2018020069,7,8476807
2018020070,21,8474717
2018020070,20,8473564
2018020070,20,8474061
2018020070,20,8474774
2018020057,3,8477950
2018020057,3,8471657
2018020057,3,8480145
2018020057,22,8476988
2018020057,22,8475163
2018020057,22,8475178
2018020058,4,8477850
2018020058,4,8479974
2018020058,54,8476779
2018020058,54,8475715
2018020059,9,8477426
2018020059,26,8480147
2018020059,26,8478455
2018020061,6,8478046
2018020061,6,8474000
2018020061,17,8479395
2018020061,17,8476924
2018020061,17,8474722
2018020060,30,8478493
2018020060,30,8475613
2018020060,12,8476858
2018020060,12,8477938
2018020062,8,8473991
2018020062,8,8476285
2018020062,8,8471679
2018020062,8,8477957
2018020062,5,8477465
2018020062,5,8476467
2018020062,5,8477244
2018020063,14,8476195
2018020063,14,8476886
2018020063,14,8478365
2018020063,29,8478541
2018020063,29,8478567
2018020064,13,8468001
2018020064,13,8478366
2018020064,13,8477346
2018020064,23,8474584
2018020064,23,8476894
2018020064,23,8477353
2018020065,15,8477474
2018020065,15,8477126
2018020065,15,8477573
2018020065,10,8474589
2018020065,10,8475718
2018020065,10,8475716
2018020066,18,8475868
2018020066,18,8477919
2018020066,18,8475625
2018020066,2,8477527
2018020066,2,8475832
2018020066,2,8474579
2018020067,25,8478449
2018020067,25,8471392
2018020067,25,8476966
2018020067,24,8470612
2018020067,24,8477205
2018020067,24,8478873
2018020068,16,8475869
2018020068,16,8477366
2018020068,16,8478561
2018020068,19,8478407
2018020068,19,8480143
2018020068,19,8475768
2018020069,53,8477851
2018020069,7,8477461
2018020069,7,8475728
2018020069,7,8476807
2018020070,21,8474717
2018020070,20,8473564
2018020070,20,8474061
2018020070,20,8474774
2018020071,1,8473468
2018020071,1,8477463
2018020071,1,8471226
2018020071,28,8479580
2018020071,28,8475841
2018020071,28,8480160
2018020072,19,8480143
2018020072,19,8475768
2018020072,19,8469501
2018020072,24,8477240
2018020072,24,8474568
2018020072,24,8477010
2018020073,52,8470834
2018020073,52,8477448
2018020073,52,8477962
2018020073,12,8476858
2018020073,12,8477938
2018020071,1,8473468
2018020071,1,8477463
2018020071,1,8471226
2018020071,28,8479580
2018020071,28,8475841
2018020071,28,8480160
2018020072,19,8480143
2018020072,19,8475768
2018020072,19,8469501
2018020072,24,8477240
2018020072,24,8474568
2018020072,24,8477010
2018020073,52,8470834
2018020073,52,8477448
2018020073,52,8477962
2018020073,12,8476858
2018020073,12,8477938
2018020074,10,8475883
2018020074,10,8474589
2018020074,10,8475718
2018020074,10,8475716
2018020074,26,8476983
2018020074,26,8478455
2018020075,8,8473991
2018020075,8,8477957
2018020075,8,8476381
2018020075,17,8477215
2018020075,17,8479992
2018020075,17,8474722
2018020076,9,8477426
2018020076,25,8478449
2018020076,25,8471392
2018020076,25,8476966
2018020077,18,8475868
2018020077,18,8477919
2018020077,18,8475625
2018020077,30,8478493
2018020077,30,8475613
2018020074,10,8475883
2018020074,10,8474589
2018020074,10,8475718
2018020074,10,8475716
2018020074,26,8476983
2018020074,26,8478455
2018020075,8,8473991
2018020075,8,8477957
2018020075,8,8476381
2018020075,17,8477215
2018020075,17,8479992
2018020075,17,8474722
2018020076,9,8477426
2018020076,25,8478449
2018020076,25,8471392
2018020076,25,8476966
2018020077,18,8475868
2018020077,18,8477919
2018020077,18,8475625
2018020077,30,8478493
2018020077,30,8475613
2018020078,1,8473468
2018020078,1,8477463
2018020078,1,8471226
2018020078,25,8477450
2018020078,25,8470760
2018020078,25,8477501
2018020079,3,8477402
2018020079,3,8477950
2018020079,3,8471717
2018020079,21,8474717
2018020079,21,8477456
2018020080,4,8475260
2018020080,4,8473584
2018020080,4,8479974
2018020080,13,8468001
2018020080,13,8476875
2018020080,13,8474098
2018020081,5,8474683
2018020081,5,8477244
2018020081,5,8478129
2018020081,23,8474584
2018020081,23,8476894
2018020081,23,8480012
2018020082,14,8476195
2018020082,14,8476886
2018020082,14,8478365
2018020082,12,8476858
2018020082,12,8477938
2018020083,30,8478493
2018020083,30,8469459
2018020083,53,8474131
2018020083,53,8480950
2018020084,52,8470834
2018020084,52,8477464
2018020084,52,8480005
2018020084,22,8480803
2018020084,22,8475163
2018020084,22,8475178
2018020085,54,8476987
2018020085,54,8468674
2018020085,54,8475715
2018020085,7,8477461
2018020085,7,8475728
2018020085,7,8479268
2018020078,1,8473468
2018020078,1,8477463
2018020078,1,8471226
2018020078,25,8477450
2018020078,25,8470760
2018020078,25,8477501
2018020079,3,8477402
2018020079,3,8477950
2018020079,3,8471717
2018020079,21,8474717
2018020079,21,8477456
2018020080,4,8475260
2018020080,4,8473584
2018020080,4,8479974
2018020080,13,8468001
2018020080,13,8476875
2018020080,13,8474098
2018020081,5,8474683
2018020081,5,8477244
2018020081,5,8478129
2018020081,23,8474584
2018020081,23,8476894
2018020081,23,8480012
2018020082,14,8476195
2018020082,14,8476886
2018020082,14,8478365
2018020082,12,8476858
2018020082,12,8477938
2018020083,30,8478493
2018020083,30,8469459
2018020083,53,8474131
2018020083,53,8480950
2018020084,52,8470834
2018020084,52,8477464
2018020084,52,8480005
2018020084,22,8480803
2018020084,22,8475163
2018020084,22,8475178
2018020085,54,8476987
2018020085,54,8468674
2018020085,54,8475715
2018020085,7,8477461
2018020085,7,8475728
2018020085,7,8479268
2018020086,8,8479376
2018020086,8,8477957
2018020086,8,8476381
2018020086,19,8474145
2018020086,19,8480143
2018020086,19,8480023
2018020087,15,8477474
2018020087,15,8476436
2018020087,3,8477950
2018020087,3,8471657
2018020087,3,8471717
2018020088,20,8479346
2018020088,20,8474061
2018020088,20,8474774
2018020088,6,8478046
2018020088,6,8474000
2018020089,24,8478029
2018020089,24,8475164
2018020089,24,8477205
2018020089,2,8475832
2018020089,2,8474709
2018020089,2,8476917
2018020086,8,8479376
2018020086,8,8477957
2018020086,8,8476381
2018020086,19,8474145
2018020086,19,8480143
2018020086,19,8480023
2018020087,15,8477474
2018020087,15,8476436
2018020087,3,8477950
2018020087,3,8471657
2018020087,3,8471717
2018020088,20,8479346
2018020088,20,8474061
2018020088,20,8474774
2018020088,6,8478046
2018020088,6,8474000
2018020089,24,8478029
2018020089,24,8475164
2018020089,24,8477205
2018020089,2,8475832
2018020089,2,8474709
2018020089,2,8476917
2018020090,10,8475718
2018020090,10,8477341
2018020090,10,8475716
2018020090,5,8474683
2018020090,5,8477244
2018020091,1,8473468
2018020091,1,8477961
2018020091,1,8477463
2018020091,21,8474717
2018020091,21,8480326
2018020092,29,8476431
2018020092,29,8478541
2018020092,4,8473584
2018020092,4,8479974
2018020092,4,8478844
2018020093,14,8477454
2018020093,14,8476886
2018020093,14,8478365
2018020093,17,8477215
2018020093,17,8476924
2018020093,17,8479425
2018020094,52,8475179
2018020094,52,8477464
2018020094,52,8480005
2018020094,23,8474584
2018020094,23,8476894
2018020095,16,8475869
2018020095,16,8476341
2018020095,16,8478561
2018020095,53,8474131
2018020095,53,8480950
2018020095,53,8474666
2018020096,22,8479465
2018020096,22,8475163
2018020096,22,8474520
2018020096,6,8478075
2018020096,6,8474000
2018020097,26,8475160
2018020097,26,8471685
2018020097,26,8476983
2018020097,2,8477527
2018020097,2,8475832
2018020097,2,8474579
2018020098,28,8479580
2018020098,28,8475841
2018020098,28,8480160
2018020098,7,8473534
2018020098,7,8475728
2018020098,7,8479268
2018020090,10,8475718
2018020090,10,8477341
2018020090,10,8475716
2018020090,5,8474683
2018020090,5,8477244
2018020091,1,8473468
2018020091,1,8477961
2018020091,1,8477463
2018020091,21,8474717
2018020091,21,8480326
2018020092,29,8476431
2018020092,29,8478541
2018020092,4,8473584
2018020092,4,8479974
2018020092,4,8478844
2018020093,14,8477454
2018020093,14,8476886
2018020093,14,8478365
2018020093,17,8477215
2018020093,17,8476924
2018020093,17,8479425
2018020094,52,8475179
2018020094,52,8477464
2018020094,52,8480005
2018020094,23,8474584
2018020094,23,8476894
2018020095,16,8475869
2018020095,16,8476341
2018020095,16,8478561
2018020095,53,8474131
2018020095,53,8480950
2018020095,53,8474666
2018020096,22,8479465
2018020096,22,8475163
2018020096,22,8474520
2018020096,6,8478075
2018020096,6,8474000
2018020097,26,8475160
2018020097,26,8471685
2018020097,26,8476983
2018020097,2,8477527
2018020097,2,8475832
2018020097,2,8474579
2018020098,28,8479580
2018020098,28,8475841
2018020098,28,8480160
2018020098,7,8473534
2018020098,7,8475728
2018020098,7,8479268
2018020099,15,8477474
2018020099,15,8477573
2018020099,13,8468001
2018020099,13,8479553
2018020099,13,8476875
2018020100,25,8476941
2018020100,25,8477501
2018020100,25,8471228
2018020100,30,8468611
2018020100,30,8475613
2018020101,20,8478512
2018020101,20,8474061
2018020101,20,8474774
2018020101,18,8475868
2018020101,18,8477919
2018020101,18,8475625
2018020099,15,8477474
2018020099,15,8477573
2018020099,13,8468001
2018020099,13,8479553
2018020099,13,8476875
2018020100,25,8476941
2018020100,25,8477501
2018020100,25,8471228
2018020100,30,8468611
2018020100,30,8475613
2018020101,20,8478512
2018020101,20,8474061
2018020101,20,8474774
2018020101,18,8475868
2018020101,18,8477919
2018020101,18,8475625
2018020102,4,8475260
2018020102,4,8473584
2018020102,4,8478844
2018020102,1,8473933
2018020102,1,8471239
2018020102,1,8471233
2018020103,12,8476858
2018020103,21,8474717
2018020103,21,8477448
2018020105,26,8478020
2018020105,26,8479994
2018020105,26,8476983
2018020105,7,8476470
2018020105,7,8477461
2018020105,7,8479420
2018020104,52,8475179
2018020104,52,8477464
2018020104,53,8474131
2018020104,53,8480950
2018020106,10,8474589
2018020106,10,8475718
2018020106,10,8475716
2018020106,19,8470151
2018020106,19,8480143
2018020106,19,8480023
2018020107,9,8476323
2018020107,9,8477426
2018020107,8,8476948
2018020107,8,8479376
2018020107,8,8477957
2018020108,13,8468001
2018020108,13,8479553
2018020108,13,8475796
2018020108,17,8476924
2018020108,17,8479425
2018020108,17,8474722
2018020109,29,8476431
2018020109,29,8478541
2018020109,16,8476341
2018020109,16,8477401
2018020109,16,8475430
2018020110,30,8468611
2018020110,30,8475613
2018020110,14,8477454
2018020110,14,8476886
2018020110,14,8478365
2018020112,23,8474584
2018020112,23,8476894
2018020112,6,8470655
2018020112,6,8479325
2018020112,6,8476191
2018020113,54,8476987
2018020113,54,8468674
2018020113,54,8475715
2018020113,24,8477010
2018020113,24,8475164
2018020113,24,8477205
2018020111,22,8479465
2018020111,22,8475857
2018020111,22,8476427
2018020111,18,8475868
2018020111,18,8475625
2018020111,18,8476447
2018020114,28,8479580
2018020114,28,8475841
2018020114,28,8480160
2018020114,2,8478463
2018020114,2,8477527
2018020114,2,8474579
2018020102,4,8475260
2018020102,4,8473584
2018020102,4,8478844
2018020102,1,8473933
2018020102,1,8471239
2018020102,1,8471233
2018020103,12,8476858
2018020103,21,8474717
2018020103,21,8477448
2018020105,26,8478020
2018020105,26,8479994
2018020105,26,8476983
2018020105,7,8476470
2018020105,7,8477461
2018020105,7,8479420
2018020104,52,8475179
2018020104,52,8477464
2018020104,53,8474131
2018020104,53,8480950
2018020106,10,8474589
2018020106,10,8475718
2018020106,10,8475716
2018020106,19,8470151
2018020106,19,8480143
2018020106,19,8480023
2018020107,9,8476323
2018020107,9,8477426
2018020107,8,8476948
2018020107,8,8479376
2018020107,8,8477957
2018020108,13,8468001
2018020108,13,8479553
2018020108,13,8475796
2018020108,17,8476924
2018020108,17,8479425
2018020108,17,8474722
2018020109,29,8476431
2018020109,29,8478541
2018020109,16,8476341
2018020109,16,8477401
2018020109,16,8475430
2018020110,30,8468611
2018020110,30,8475613
2018020110,14,8477454
2018020110,14,8476886
2018020110,14,8478365
2018020112,23,8474584
2018020112,23,8476894
2018020112,6,8470655
2018020112,6,8479325
2018020112,6,8476191
2018020113,54,8476987
2018020113,54,8468674
2018020113,54,8475715
2018020113,24,8477010
2018020113,24,8475164
2018020113,24,8477205
2018020111,22,8479465
2018020111,22,8475857
2018020111,22,8476427
2018020111,18,8475868
2018020111,18,8475625
2018020111,18,8476447
2018020114,28,8479580
2018020114,28,8475841
2018020114,28,8480160
2018020114,2,8478463
2018020114,2,8477527
2018020114,2,8474579
2018020116,16,8476341
2018020116,16,8477401
2018020116,16,8475430
2018020116,14,8477454
2018020116,14,8476886
2018020116,14,8478365
2018020115,3,8476368
2018020115,3,8477950
2018020115,3,8475727
2018020115,20,8478512
2018020115,20,8474061
2018020115,20,8474774
2018020117,24,8477010
2018020117,24,8474568
2018020117,24,8475164
2018020117,7,8476470
2018020117,7,8477461
2018020117,7,8479420
2018020116,16,8476341
2018020116,16,8477401
2018020116,16,8475430
2018020116,14,8477454
2018020116,14,8476886
2018020116,14,8478365
2018020115,3,8476368
2018020115,3,8477950
2018020115,3,8475727
2018020115,20,8478512
2018020115,20,8474061
2018020115,20,8474774
2018020117,24,8477010
2018020117,24,8474568
2018020117,24,8475164
2018020117,7,8476470
2018020117,7,8477461
2018020117,7,8479420
2018020118,4,8475260
2018020118,4,8473584
